CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100)
8202,Female,23,46,17
8203,Male,24,74,54
8204,Male,64,142,17
8205,Female,47,141,6
8206,Female,54,54,97
8207,Female,65,41,13
8208,Female,49,118,6
8209,Male,23,19,90
8210,Female,52,141,83
8211,Male,49,66,19
8212,Male,29,89,61
8213,Female,21,103,90
8214,Female,49,142,86
8215,Male,52,80,11
8216,Male,65,149,86
8217,Female,33,141,96
8218,Male,68,128,7
8219,Female,32,15,86
8220,Female,58,90,6
8221,Male,69,34,15
8222,Male,19,113,38
8223,Female,23,56,41
8224,Male,31,47,56
8225,Female,58,103,18
8226,Female,46,97,35
8227,Female,59,30,98
8228,Male,43,103,45
8229,Female,35,69,29
8230,Female,64,44,69
8231,Female,21,110,88
8232,Female,54,102,32
8233,Female,55,139,94
8234,Female,42,40,5
8235,Female,64,34,44
8236,Female,69,58,98
8237,Female,46,32,50
8238,Female,51,114,82
8239,Female,33,18,100
8240,Male,54,104,21
8241,Female,47,104,22
8242,Female,40,104,61
8243,Female,53,55,39
8244,Male,45,105,85
8245,Female,18,36,99
8246,Male,25,64,5
8247,Female,59,114,33
8248,Female,32,30,71
8249,Male,51,117,24
8250,Female,36,81,39
8251,Male,61,34,72
8252,Male,47,47,15
8253,Female,27,69,70
8254,Female,61,59,5
8255,Female,44,116,87
8256,Female,37,45,48
8257,Male,42,137,20
8258,Male,26,102,76
8259,Female,57,20,21
8260,Male,51,143,86
8261,Male,38,125,89
8262,Female,41,122,12
8263,Male,24,88,66
8264,Male,21,119,30
8265,Female,68,131,7
8266,Male,25,93,58
8267,Female,30,102,18
8268,Male,38,77,60
8269,Female,52,88,18
8270,Male,22,143,92
8271,Male,69,140,48
8272,Female,25,34,34
8273,Female,19,43,72
8274,Female,41,144,83
8275,Female,59,68,6
8276,Male,33,103,45
8277,Male,21,32,60
8278,Male,47,44,71
8279,Female,63,22,84
8280,Male,47,65,24
8281,Male,52,97,93
8282,Female,59,134,92
8283,Female,30,115,69
8284,Male,54,135,17
8285,Female,66,64,100
8286,Male,66,55,62
8287,Male,28,68,33
8288,Female,36,58,62
8289,Male,35,74,6
8290,Female,34,83,3
8291,Female,28,93,74
8292,Male,32,37,54
8293,Male,25,108,11
8294,Male,61,85,87
8295,Female,46,34,46
8296,Male,34,53,4
8297,Female,43,17,7
8298,Female,22,17,26
8299,Male,21,21,97
8300,Female,41,143,35
8301,Male,28,84,28
8302,Male,47,122,41
8303,Male,57,17,50
8304,Male,65,16,99
8305,Male,65,110,39
8306,Male,52,34,80
8307,Male,61,41,10
8308,Female,62,98,71
8309,Male,50,33,7
8310,Female,53,77,25
8311,Female,38,57,69
8312,Female,55,147,90
8313,Male,22,133,30
8314,Female,22,126,11
8315,Female,38,88,71
8316,Male,42,52,39
8317,Male,27,106,26
8318,Female,36,117,57
8319,Male,49,75,55
8320,Male,35,113,100
8321,Male,51,62,22
8322,Male,65,66,12
8323,Female,32,60,64
8324,Male,41,70,86
8325,Male,22,43,66
8326,Male,49,87,60
8327,Female,26,141,62
8328,Female,22,89,52
8329,Male,22,43,62
8330,Male,58,22,76
8331,Female,58,39,65
8332,Male,51,18,15
8333,Male,24,50,40
8334,Female,43,97,7
8335,Male,18,50,55
8336,Male,69,89,37
8337,Female,51,107,86
8338,Female,43,64,97
8339,Male,49,23,33
8340,Female,29,127,29
8341,Male,23,27,19
8342,Male,37,95,69
8343,Male,36,116,14
8344,Female,33,80,9
8345,Female,21,92,5
8346,Male,49,41,35
8347,Male,35,64,85
8348,Female,22,73,28
8349,Female,67,114,45
8350,Female,23,92,2
8351,Male,31,137,6
8352,Female,69,86,31
8353,Female,66,63,32
8354,Male,35,136,75
8355,Male,27,130,59
8356,Male,40,84,14
8357,Female,68,15,74
8358,Male,35,40,59
8359,Male,21,39,1
8360,Male,69,123,55
8361,Male,49,130,31
8362,Female,64,72,59
8363,Male,23,36,8
8364,Female,43,27,66
8365,Female,23,111,99
8366,Female,52,24,95
8367,Male,58,32,12
8368,Female,60,69,31
8369,Male,22,70,99
8370,Male,31,70,96
8371,Male,19,63,81
8372,Female,68,127,57
8373,Male,57,130,8
8374,Male,30,16,19
8375,Male,68,88,53
8376,Female,22,98,100
8377,Female,64,52,11
8378,Female,53,145,57
8379,Male,53,137,69
8380,Female,67,122,59
8381,Male,36,67,28
8382,Male,37,141,2
8383,Female,39,37,11
8384,Male,48,42,64
8385,Female,58,105,18
8386,Male,64,34,47
8387,Female,61,148,53
8388,Male,21,17,5
8389,Male,20,17,19
8390,Male,54,37,5
8391,Male,42,87,40
8392,Male,66,47,83
8393,Female,54,78,76
8394,Male,21,40,100
8395,Female,56,51,92
8396,Female,24,128,48
8397,Female,24,88,99
8398,Male,66,58,23
8399,Male,42,38,55
8400,Male,32,106,34
8401,Female,24,108,87
8402,Male,64,33,97
8403,Male,69,70,58
8404,Female,21,63,77
8405,Female,51,133,98
8406,Female,62,123,93
8407,Female,61,71,30
8408,Female,59,109,61
8409,Female,36,136,82
8410,Male,64,25,56
8411,Female,66,95,99
8412,Male,55,128,5
8413,Male,44,29,4
8414,Male,22,136,69
8415,Female,30,27,39
8416,Male,63,95,79
8417,Female,31,42,73
8418,Female,47,30,50
8419,Male,64,50,72
8420,Female,65,105,74
8421,Male,27,111,22
8422,Male,49,16,88
8423,Female,18,16,24
8424,Male,41,142,73
8425,Male,46,115,22
8426,Male,60,83,34
8427,Female,24,84,48
8428,Male,48,64,76
8429,Female,34,110,81
8430,Female,47,136,4
8431,Male,42,144,57
8432,Male,45,87,63
8433,Female,53,148,30
8434,Female,24,111,100
8435,Male,52,135,65
8436,Male,37,33,97
8437,Female,31,131,91
8438,Female,67,75,78
8439,Female,67,44,4
8440,Female,47,131,35
8441,Female,18,144,33
8442,Male,55,17,51
8443,Female,58,148,12
8444,Female,42,91,68
8445,Male,51,98,98
8446,Male,25,141,78
8447,Female,37,74,2
8448,Female,47,75,91
8449,Male,21,23,95
8450,Female,38,81,33
8451,Female,44,109,91
8452,Male,27,82,45
8453,Female,40,31,56
8454,Male,50,73,28
8455,Male,28,110,98
8456,Male,58,54,30
8457,Male,36,145,34
8458,Female,28,143,1
8459,Male,21,22,52
8460,Female,40,76,13
8461,Female,22,31,82
8462,Female,66,57,40
8463,Female,67,16,65
8464,Female,22,74,9
8465,Male,35,107,70
8466,Male,34,29,72
8467,Male,20,139,72
8468,Male,60,108,88
8469,Female,66,16,49
8470,Male,25,138,25
8471,Female,57,136,26
8472,Female,40,94,26
8473,Male,40,129,40
8474,Male,19,109,34
8475,Male,56,111,8
8476,Male,38,136,2
8477,Female,69,80,82
8478,Female,41,58,16
8479,Male,55,18,92
8480,Female,37,53,72
8481,Female,67,63,63
8482,Female,56,19,18
8483,Male,67,59,39
8484,Female,44,74,42
8485,Male,61,22,83
8486,Male,56,64,32
8487,Female,24,50,62
8488,Female,50,84,32
8489,Male,46,24,85
8490,Female,27,50,93
8491,Female,27,82,69
8492,Male,29,117,84
8493,Male,20,90,22
8494,Male,20,125,27
8495,Male,30,31,1
8496,Female,62,35,13
8497,Female,48,111,97
8498,Male,44,68,6
8499,Male,23,142,13
8500,Male,44,59,78
8501,Female,52,69,72
8502,Male,64,64,67
8503,Female,26,34,37
8504,Male,23,122,76
8505,Male,23,15,8
8506,Male,57,100,93
8507,Female,43,49,20
8508,Female,60,138,62
8509,Female,36,140,23
8510,Male,33,67,68
8511,Female,58,19,25
8512,Female,40,121,32
8513,Male,28,103,58
8514,Male,33,104,25
8515,Female,46,71,69
8516,Female,55,22,10
8517,Female,66,119,64
8518,Female,65,141,31
8519,Male,37,19,4
8520,Male,38,91,57
8521,Male,45,70,71
8522,Female,67,50,34
8523,Female,50,127,21
8524,Male,67,46,83
8525,Male,57,132,7
8526,Female,43,80,98
8527,Female,27,18,58
8528,Male,51,25,33
8529,Male,26,120,42
8530,Male,53,62,53
8531,Female,28,56,85
8532,Female,27,80,55
8533,Female,63,61,50
8534,Female,24,90,38
8535,Female,68,26,81
8536,Female,55,40,46
8537,Male,33,123,81
8538,Male,68,27,15
8539,Female,43,141,8
8540,Male,49,70,49
8541,Female,48,132,53
8542,Male,68,97,37
8543,Female,49,98,83
8544,Male,62,73,93
8545,Male,29,26,38
8546,Female,44,19,97
8547,Female,39,129,28
8548,Male,32,57,61
8549,Male,25,80,97
8550,Female,21,148,7
8551,Male,69,113,99
8552,Female,25,29,72
8553,Female,40,63,7
8554,Male,33,16,59
8555,Female,65,147,21
8556,Male,51,51,25
8557,Male,39,20,67
8558,Female,66,56,32
8559,Male,40,65,48
8560,Female,22,30,55
8561,Female,54,87,75
8562,Female,61,81,85
8563,Male,24,95,96
8564,Female,54,44,66
8565,Male,43,41,23
8566,Female,45,102,45
8567,Female,21,78,10
8568,Female,66,53,78
8569,Male,49,149,55
8570,Male,55,87,60
8571,Female,63,70,9
8572,Female,26,25,83
8573,Male,53,15,3
8574,Male,43,58,32
8575,Male,28,49,54
8576,Female,37,98,87
8577,Male,65,22,83
8578,Female,65,85,76
8579,Male,65,51,23
8580,Female,55,115,14
8581,Female,32,147,36
8582,Female,52,35,48
8583,Male,26,19,67
8584,Male,50,37,10
8585,Male,28,85,86
8586,Female,39,79,68
8587,Female,23,16,79
8588,Male,54,39,52
8589,Female,67,138,99
8590,Female,38,96,49
8591,Female,29,140,44
8592,Male,24,75,5
8593,Female,19,58,92
8594,Male,56,23,91
8595,Male,58,117,15
8596,Male,41,66,94
8597,Male,43,42,8
8598,Male,42,115,55
8599,Female,37,103,20
8600,Male,57,123,77
8601,Male,58,118,6
8602,Male,59,68,1
8603,Female,61,93,46
8604,Female,19,145,42
8605,Female,59,107,82
8606,Female,52,109,70
8607,Male,50,73,49
8608,Male,34,133,100
8609,Female,39,134,90
8610,Female,18,32,34
8611,Female,54,75,100
8612,Female,47,139,57
8613,Male,63,132,17
8614,Female,23,58,89
8615,Female,58,126,63
8616,Female,31,51,61
8617,Female,53,87,59
8618,Female,50,130,92
8619,Female,55,139,79
8620,Female,56,61,4
8621,Male,23,61,91
8622,Male,43,29,33
8623,Male,41,56,20
8624,Male,50,133,21
8625,Male,25,76,41
8626,Male,61,39,74
8627,Female,60,26,44
8628,Female,51,23,32
8629,Male,51,139,64
8630,Female,41,104,37
8631,Male,19,51,61
8632,Female,25,60,26
8633,Female,42,109,22
8634,Female,47,115,40
8635,Female,49,21,59
8636,Female,47,147,50
8637,Female,24,139,77
8638,Male,65,74,96
8639,Male,41,50,73
8640,Female,26,15,39
8641,Male,33,143,16
8642,Female,19,55,98
8643,Male,52,55,74
8644,Female,51,137,88
8645,Male,39,121,10
8646,Female,36,104,45
8647,Male,66,107,90
8648,Female,69,118,34
8649,Male,38,123,63
8650,Female,29,18,68
8651,Female,28,16,93
8652,Female,69,61,86
8653,Male,36,44,89
8654,Male,23,96,11
8655,Male,59,44,84
8656,Female,31,124,88
8657,Male,50,113,95
8658,Female,64,15,25
8659,Male,55,72,69
8660,Male,30,81,31
8661,Male,43,37,57
8662,Male,31,63,87
8663,Female,62,133,53
8664,Male,41,77,81
8665,Male,65,62,66
8666,Female,18,58,56
8667,Female,63,65,66
8668,Male,62,139,91
8669,Male,47,55,22
8670,Female,27,112,81
8671,Female,27,71,53
8672,Female,45,26,57
8673,Male,21,96,33
8674,Male,31,74,5
8675,Male,29,78,13
8676,Female,55,18,17
8677,Female,64,121,43
8678,Female,54,75,84
8679,Male,27,56,84
8680,Female,58,34,92
8681,Male,44,126,12
8682,Female,59,110,84
8683,Male,29,34,71
8684,Male,39,30,56
8685,Female,21,71,69
8686,Male,46,33,29
8687,Female,53,27,25
8688,Male,62,34,11
8689,Female,31,121,41
8690,Female,29,90,11
8691,Male,62,49,96
8692,Female,37,90,38
8693,Male,62,38,82
8694,Female,40,83,62
8695,Female,39,72,79
8696,Female,51,112,81
8697,Female,38,74,24
8698,Male,68,123,44
8699,Female,26,25,19
8700,Female,27,87,37
8701,Male,66,54,5
8702,Male,27,88,4
8703,Male,69,48,1
8704,Male,62,76,94
8705,Male,69,93,17
8706,Male,47,109,43
8707,Female,50,19,100
8708,Male,19,65,50
8709,Female,66,111,30
8710,Male,49,72,64
8711,Female,62,137,82
8712,Female,34,107,36
8713,Female,45,17,1
8714,Male,62,37,69
8715,Male,34,24,82
8716,Male,68,61,29
8717,Male,31,46,81
8718,Female,69,135,85
8719,Male,27,62,66
8720,Female,51,50,36
8721,Female,31,102,62
8722,Male,34,68,20
8723,Male,54,34,83
8724,Male,39,145,54
8725,Female,35,145,82
8726,Male,52,74,13
8727,Female,65,137,47
8728,Male,68,37,75
8729,Female,35,44,97
8730,Male,69,62,28
8731,Male,47,59,55
8732,Female,54,51,43
8733,Male,57,66,44
8734,Male,23,16,21
8735,Male,32,28,94
8736,Male,52,32,53
8737,Male,43,128,47
8738,Male,58,29,96
8739,Male,44,51,87
8740,Female,47,144,25
8741,Female,28,133,96
8742,Male,69,121,41
8743,Male,41,98,31
8744,Male,31,88,13
8745,Female,40,83,6
8746,Female,26,46,1
8747,Male,59,71,8
8748,Female,64,75,56
8749,Male,35,19,62
8750,Male,68,99,87
8751,Male,56,62,69
8752,Male,36,54,93
8753,Female,22,82,22
8754,Female,35,110,64
8755,Male,50,70,69
8756,Female,61,146,17
8757,Female,55,66,18
8758,Male,30,139,45
8759,Female,66,32,54
8760,Male,26,142,39
8761,Male,43,39,65
8762,Male,18,75,95
8763,Male,29,94,88
8764,Female,41,146,54
8765,Male,18,142,16
8766,Female,21,46,69
8767,Male,24,73,32
8768,Male,69,131,26
8769,Female,45,106,35
8770,Male,54,132,53
8771,Female,69,144,43
8772,Female,22,138,41
8773,Male,56,130,24
8774,Male,49,141,44
8775,Male,66,118,79
8776,Male,48,67,23
8777,Male,61,42,75
8778,Male,32,75,94
8779,Female,20,73,45
8780,Female,66,89,94
8781,Male,63,128,55
8782,Female,64,140,70
8783,Female,64,79,69
8784,Male,32,130,64
8785,Male,68,102,14
8786,Female,60,24,30
8787,Male,35,106,4
8788,Female,38,64,6
8789,Male,27,111,39
8790,Female,38,77,18
8791,Female,43,100,51
8792,Female,58,113,56
8793,Female,20,72,89
8794,Male,18,60,57
8795,Male,38,103,59
8796,Female,28,42,61
8797,Female,33,134,17
8798,Male,52,73,97
8799,Male,38,18,38
8800,Female,58,125,76
8801,Female,28,138,81
8802,Female,48,127,89
8803,Female,66,74,37
8804,Female,18,76,17
8805,Male,58,25,91
8806,Female,49,34,31
8807,Male,20,149,14
8808,Male,49,109,53
8809,Male,59,76,36
8810,Female,22,149,86
8811,Male,60,133,5
8812,Male,54,78,40
8813,Male,29,146,70
8814,Male,31,100,69
8815,Female,61,103,88
8816,Female,68,50,22
8817,Male,26,104,14
8818,Male,24,38,25
8819,Female,33,96,84
8820,Female,45,35,65
8821,Female,24,77,49
8822,Male,31,61,35
8823,Female,49,83,52
8824,Male,25,29,92
8825,Male,44,18,29
8826,Female,67,141,58
8827,Male,20,146,72
8828,Female,44,128,82
8829,Male,47,97,31
8830,Female,51,146,21
8831,Male,43,76,6
8832,Male,54,116,9
8833,Female,57,102,30
8834,Female,68,140,18
8835,Female,39,48,30
8836,Female,49,144,84
8837,Male,58,57,60
8838,Female,19,86,55
8839,Female,64,35,10
8840,Male,25,50,13
8841,Female,59,137,41
8842,Female,24,15,2
8843,Male,36,117,5
8844,Female,50,63,33
8845,Female,19,20,65
8846,Female,20,138,37
8847,Female,45,27,61
8848,Female,31,23,58
8849,Female,32,133,12
8850,Male,38,117,41
8851,Female,31,103,28
8852,Male,57,88,82
8853,Male,35,146,36
8854,Male,66,39,94
8855,Male,56,94,42
8856,Female,37,77,54
8857,Female,18,54,54
8858,Female,26,122,38
8859,Male,26,83,85
8860,Female,60,98,71
8861,Female,68,145,69
8862,Female,55,142,58
8863,Male,56,79,99
8864,Male,46,140,79
8865,Female,32,65,9
8866,Male,37,39,48
8867,Male,55,55,18
8868,Female,58,19,12
8869,Male,47,148,27
8870,Male,64,90,78
8871,Female,43,60,77
8872,Male,23,124,94
8873,Male,56,147,36
8874,Male,34,75,49
8875,Male,23,144,9
8876,Male,45,17,34
8877,Male,26,149,76
8878,Male,44,104,50
8879,Male,52,111,89
8880,Female,63,76,50
8881,Female,23,68,22
8882,Female,21,67,5
8883,Female,33,23,15
8884,Male,40,143,18
8885,Female,65,103,77
8886,Female,40,122,15
8887,Male,46,50,89
8888,Male,58,133,98
8889,Male,21,64,66
8890,Male,57,83,21
8891,Male,57,112,87
8892,Female,41,117,81
8893,Male,23,116,61
8894,Female,57,30,4
8895,Female,23,93,48
8896,Male,31,56,1
8897,Female,31,16,7
8898,Female,67,54,61
8899,Male,62,73,53
8900,Female,64,75,95
8901,Female,52,90,35
8902,Female,23,50,21
8903,Male,40,45,60
8904,Male,37,137,76
8905,Male,34,21,5
8906,Female,37,137,3
8907,Male,65,104,59
8908,Female,23,34,76
8909,Male,57,112,10
8910,Female,45,20,46
8911,Male,30,137,50
8912,Male,46,100,62
8913,Female,62,95,59
8914,Male,37,120,94
8915,Female,34,55,17
8916,Male,52,106,56
8917,Male,62,128,44
8918,Female,56,123,19
8919,Female,69,149,18
8920,Female,54,81,26
8921,Male,60,91,28
8922,Female,40,64,49
8923,Male,35,96,32
8924,Female,53,58,20
8925,Female,37,45,85
8926,Female,24,81,46
8927,Female,53,17,58
8928,Female,59,104,16
8929,Female,18,117,76
8930,Male,66,116,1
8931,Female,54,89,46
8932,Male,66,115,32
8933,Female,52,21,14
8934,Female,58,41,14
8935,Female,20,21,83
8936,Male,52,22,65
8937,Male,46,114,25
8938,Female,26,56,42
8939,Male,54,99,13
8940,Female,59,75,53
8941,Female,64,34,68
8942,Male,42,93,60
8943,Male,29,101,84
8944,Male,55,93,68
8945,Male,24,65,41
8946,Female,24,88,6
8947,Male,21,144,26
8948,Male,62,130,91
8949,Female,64,142,22
8950,Male,48,44,29
8951,Male,67,105,40
8952,Male,67,115,66
8953,Male,56,63,36
8954,Female,27,18,87
8955,Female,65,43,19
8956,Male,40,95,16
8957,Male,43,88,88
8958,Female,40,95,34
8959,Male,46,122,63
8960,Male,25,129,25
8961,Male,36,31,75
8962,Male,46,104,69
8963,Male,60,62,84
8964,Male,23,127,14
8965,Male,46,52,21
8966,Male,41,15,90
8967,Male,27,69,44
8968,Female,68,130,52
8969,Female,31,69,79
8970,Female,69,109,85
8971,Male,23,139,80
8972,Male,21,38,75
8973,Female,69,42,48
8974,Male,32,106,78
8975,Female,54,122,85
8976,Male,65,65,62
8977,Female,56,140,80
8978,Female,45,107,2
8979,Female,19,137,42
8980,Male,30,19,66
8981,Female,19,106,28
8982,Male,58,69,5
8983,Male,49,60,8
8984,Male,69,76,73
8985,Male,22,88,81
8986,Male,20,146,83
8987,Male,19,57,42
8988,Male,31,52,26
8989,Female,57,25,95
8990,Female,69,39,98
8991,Female,61,53,93
8992,Male,66,70,74
8993,Male,46,115,58
8994,Male,65,114,11
8995,Male,55,126,97
8996,Female,23,122,95
8997,Male,67,66,22
8998,Female,51,48,54
8999,Male,25,59,93
9000,Female,63,90,41
9001,Male,19,114,85
9002,Female,43,18,40
9003,Male,34,27,12
9004,Female,41,73,16
9005,Male,48,81,43
9006,Female,33,136,26
9007,Female,67,59,94
9008,Male,38,61,87
9009,Female,55,110,97
9010,Male,43,126,88
9011,Male,34,126,6
9012,Male,67,138,98
9013,Female,63,74,19
9014,Female,59,15,23
9015,Male,21,48,25
9016,Male,67,108,93
9017,Female,60,55,16
9018,Female,65,65,2
9019,Female,21,19,93
9020,Male,36,102,58
9021,Male,55,134,97
9022,Male,42,64,18
9023,Male,25,92,44
9024,Male,35,106,54
9025,Female,68,146,9
9026,Male,35,75,2
9027,Female,65,125,55
9028,Female,24,103,5
9029,Male,34,116,20
9030,Female,20,96,4
9031,Male,39,100,5
9032,Female,32,82,17
9033,Male,48,114,5
9034,Male,53,73,50
9035,Female,43,27,72
9036,Male,65,93,96
9037,Female,31,111,25
9038,Male,34,62,25
9039,Male,26,112,89
9040,Male,24,68,42
9041,Female,63,63,31
9042,Female,44,62,92
9043,Male,45,106,47
9044,Female,29,119,79
9045,Male,34,39,51
9046,Female,26,35,55
9047,Female,61,40,60
9048,Male,61,118,27
9049,Male,25,143,39
9050,Male,44,87,78
9051,Male,59,19,13
9052,Male,29,67,96
9053,Female,54,122,35
9054,Female,37,97,48
9055,Male,18,118,14
9056,Male,26,43,36
9057,Male,64,129,53
9058,Female,41,90,39
9059,Male,51,121,5
9060,Male,53,57,72
9061,Female,21,104,10
9062,Female,46,140,2
9063,Female,40,111,95
9064,Female,52,35,39
9065,Male,33,110,25
9066,Female,25,15,34
9067,Female,44,40,79
9068,Male,56,68,56
9069,Male,29,59,81
9070,Male,61,65,22
9071,Female,21,42,33
9072,Male,64,22,70
9073,Female,42,104,58
9074,Female,23,19,82
9075,Female,20,25,30
9076,Male,56,99,63
9077,Female,41,136,67
9078,Male,38,60,95
9079,Male,23,27,12
9080,Male,50,130,10
9081,Female,25,107,62
9082,Female,50,22,63
9083,Female,65,116,36
9084,Male,20,146,56
9085,Female,19,111,6
9086,Female,55,69,31
9087,Female,57,120,100
9088,Female,56,137,33
9089,Female,56,85,74
9090,Male,41,69,63
9091,Male,38,110,38
9092,Male,68,71,26
9093,Male,35,115,16
9094,Female,52,112,24
9095,Male,28,87,24
9096,Female,28,84,73
9097,Male,20,36,25
9098,Male,40,110,23
9099,Male,18,25,54
9100,Female,40,111,67
9101,Female,39,146,32
9102,Male,59,48,74
9103,Female,47,62,47
9104,Male,19,97,35
9105,Male,34,62,86
9106,Male,58,90,14
9107,Female,67,54,25
9108,Male,37,55,59
9109,Male,26,125,54
9110,Male,28,78,79
9111,Female,34,63,94
9112,Male,31,132,95
9113,Female,35,106,78
9114,Male,35,29,8
9115,Female,61,146,8
9116,Male,67,141,95
9117,Male,25,74,3
9118,Female,46,141,97
9119,Female,25,104,12
9120,Male,43,145,32
9121,Female,45,149,96
9122,Male,25,93,21
9123,Male,37,138,74
9124,Male,64,24,41
9125,Female,25,94,42
9126,Male,31,126,57
9127,Female,30,40,90
9128,Male,57,36,77
9129,Female,34,72,62
9130,Female,68,74,73
9131,Male,43,90,97
9132,Female,23,145,95
9133,Male,34,16,56
9134,Male,21,140,12
9135,Male,42,73,56
9136,Male,24,71,58
9137,Male,34,122,23
9138,Female,39,89,89
9139,Male,45,15,93
9140,Female,67,113,33
9141,Female,23,68,18
9142,Male,47,57,41
9143,Female,27,21,12
9144,Male,67,20,62
9145,Female,56,34,58
9146,Female,31,102,100
9147,Female,63,52,4
9148,Male,59,90,13
9149,Female,39,17,31
9150,Male,58,26,22
9151,Female,43,94,39
9152,Female,27,29,58
9153,Female,19,132,30
9154,Female,20,69,34
9155,Male,65,109,95
9156,Male,59,96,6
9157,Female,28,20,90
9158,Female,27,78,49
9159,Male,29,49,45
9160,Male,31,25,77
9161,Male,47,37,93
9162,Male,58,71,50
9163,Female,30,95,26
9164,Female,47,84,39
9165,Male,55,128,86
9166,Male,28,77,52
9167,Male,18,94,4
9168,Male,44,43,35
9169,Male,64,120,5
9170,Male,56,32,28
9171,Female,60,88,21
9172,Female,66,114,73
9173,Female,54,62,10
9174,Male,26,101,55
9175,Male,65,33,33
9176,Male,60,89,40
9177,Female,43,55,5
9178,Male,42,19,73
9179,Male,34,20,81
9180,Female,23,145,33
9181,Male,32,59,81
9182,Female,20,89,70
9183,Female,48,126,91
9184,Male,45,121,91
9185,Female,26,124,78
9186,Male,61,62,5
9187,Female,68,146,81
9188,Male,35,63,4
9189,Female,65,112,71
9190,Male,57,58,37
9191,Female,49,43,78
9192,Female,36,40,13
9193,Female,22,141,29
9194,Male,61,75,98
9195,Male,23,54,98
9196,Female,29,116,39
9197,Male,64,33,48
9198,Female,59,49,89
9199,Male,34,96,35
9200,Female,56,106,62
9201,Male,24,103,20
9202,Female,28,93,95
9203,Female,51,127,59
9204,Female,19,145,44
9205,Female,31,101,54
9206,Male,35,110,89
9207,Female,65,106,58
9208,Male,60,128,93
9209,Male,26,41,52
9210,Female,56,90,50
9211,Male,21,114,46
9212,Male,65,111,98
9213,Male,31,82,10
9214,Female,28,128,19
9215,Male,47,130,11
9216,Male,57,60,40
9217,Female,60,92,40
9218,Female,44,24,36
9219,Male,46,135,87
9220,Female,69,76,55
9221,Male,49,93,44
9222,Male,66,104,89
9223,Male,47,38,44
9224,Female,43,67,45
9225,Male,47,47,85
9226,Female,68,83,63
9227,Female,27,87,91
9228,Male,29,118,2
9229,Female,50,114,6
9230,Female,51,103,99
9231,Female,35,21,73
9232,Female,56,112,20
9233,Female,33,21,55
9234,Male,62,109,97
9235,Female,21,130,47
9236,Male,27,75,93
9237,Male,45,46,27
9238,Male,58,73,1
9239,Male,35,93,13
9240,Male,26,44,67
9241,Male,39,18,65
9242,Female,27,48,84
9243,Female,57,74,58
9244,Female,40,129,90
9245,Male,60,43,76
9246,Female,30,68,70
9247,Female,41,135,50
9248,Female,30,36,9
9249,Male,65,34,55
9250,Female,62,51,36
9251,Male,42,142,20
9252,Female,61,65,10
9253,Male,64,87,10
9254,Male,46,131,31
9255,Male,33,80,84
9256,Female,57,76,89
9257,Female,23,58,45
9258,Male,25,128,31
9259,Female,51,37,9
9260,Male,35,107,88
9261,Male,60,25,4
9262,Female,49,75,45
9263,Female,66,137,24
9264,Female,27,36,78
9265,Male,51,17,72
9266,Male,40,79,91
9267,Female,36,104,53
9268,Male,37,75,94
9269,Female,69,107,78
9270,Male,69,67,40
9271,Female,51,39,58
9272,Female,55,64,82
9273,Male,34,61,77
9274,Female,61,136,29
9275,Female,22,114,28
9276,Male,19,80,48
9277,Female,58,27,52
9278,Male,51,29,68
9279,Female,37,20,91
9280,Male,63,99,36
9281,Female,64,56,24
9282,Female,19,96,57
9283,Female,45,20,88
9284,Female,35,92,3
9285,Male,61,57,45
9286,Male,56,123,19
9287,Male,65,62,49
9288,Male,68,90,9
9289,Male,52,143,86
9290,Male,32,133,22
9291,Male,64,28,55
9292,Female,56,81,16
9293,Female,57,24,72
9294,Female,56,88,81
9295,Female,20,79,37
9296,Male,36,46,27
9297,Male,40,97,35
9298,Male,36,79,35
9299,Female,35,40,78
9300,Male,47,79,52
9301,Female,56,50,41
9302,Male,36,69,22
9303,Male,22,103,22
9304,Male,30,22,75
9305,Male,51,41,96
9306,Female,41,142,91
9307,Female,35,74,20
9308,Male,21,70,46
9309,Female,53,139,34
9310,Male,25,46,83
9311,Male,60,93,62
9312,Male,18,35,10
9313,Male,58,70,13
9314,Female,55,107,92
9315,Male,53,68,8
9316,Male,55,34,86
9317,Female,30,143,54
9318,Male,39,88,92
9319,Female,46,127,16
9320,Male,26,73,17
9321,Male,44,142,40
9322,Male,63,142,49
9323,Male,61,46,62
9324,Male,21,84,19
9325,Male,57,17,49
9326,Female,34,147,38
9327,Male,54,128,82
9328,Female,20,26,62
9329,Female,21,47,37
9330,Male,57,41,93
9331,Female,33,127,15
9332,Male,28,139,85
9333,Female,44,27,61
9334,Male,43,124,56
9335,Female,48,137,7
9336,Female,51,119,36
9337,Male,25,78,86
9338,Female,56,136,37
9339,Male,18,146,70
9340,Male,19,58,40
9341,Male,44,32,78
9342,Male,62,32,17
9343,Male,60,20,1
9344,Female,20,57,44
9345,Female,51,23,66
9346,Female,33,25,42
9347,Male,18,93,45
9348,Female,24,31,46
9349,Female,52,104,100
9350,Female,39,28,55
9351,Female,65,53,21
9352,Female,49,134,5
9353,Male,43,69,84
9354,Male,23,23,41
9355,Female,63,41,86
9356,Male,28,105,40
9357,Male,48,74,87
9358,Female,38,44,65
9359,Female,68,104,13
9360,Male,39,117,88
9361,Female,18,138,89
9362,Male,38,118,92
9363,Male,62,72,68
9364,Female,37,79,23
